工作表,行号,列号,单元格,数据值,公式
KSK线束BOM明细,37,Y,Y37,"=IFERROR(VLOOKUP($C37,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C37,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,38,A,A38,6608442964,
KSK线束BOM明细,38,B,B38,电动压缩机线束总成,
KSK线束BOM明细,38,C,C38,113990002387,
KSK线束BOM明细,38,D,D38,插头组件,
KSK线束BOM明细,38,E,E38,N,
KSK线束BOM明细,38,F,F38,/,
KSK线束BOM明细,38,H,H38,1,
KSK线束BOM明细,38,I,I38,PCS,
KSK线束BOM明细,38,J,J38,永贵,
KSK线束BOM明细,38,K,K38,客户指定,
KSK线束BOM明细,38,L,L38,YGC1612-EV-P2PNA2-6,
KSK线束BOM明细,38,M,M38,"=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,38,N,N38,"=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,38,O,O38,"=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,38,P,P38,"=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,38,Q,Q38,"=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,38,R,R38,=O38/1000*18.91+P38/1000*76.45+Q38/1000,=O38/1000*18.91+P38/1000*76.45+Q38/1000
KSK线束BOM明细,38,S,S38,=(N38+R38)*H38,=(N38+R38)*H38
KSK线束BOM明细,38,T,T38,=O38/1000*H38,=O38/1000*H38
KSK线束BOM明细,38,U,U38,=P38*H38,=P38*H38
KSK线束BOM明细,38,V,V38,=R38*H38,=R38*H38
KSK线束BOM明细,38,W,W38,"=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,38,X,X38,"=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,38,Y,Y38,"=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C38,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,39,A,A39,6608442964,
KSK线束BOM明细,39,B,B39,电动压缩机线束总成,
KSK线束BOM明细,39,C,C39,115490007801,
KSK线束BOM明细,39,D,D39,孔端子组件,
KSK线束BOM明细,39,E,E39,N,
KSK线束BOM明细,39,F,F39,/,
KSK线束BOM明细,39,H,H39,1,
KSK线束BOM明细,39,I,I39,PCS,
KSK线束BOM明细,39,J,J39,永贵,
KSK线束BOM明细,39,K,K39,客户指定,
KSK线束BOM明细,39,M,M39,"=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,39,N,N39,"=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,39,O,O39,"=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,39,P,P39,"=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,39,Q,Q39,"=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,39,R,R39,=O39/1000*18.91+P39/1000*76.45+Q39/1000,=O39/1000*18.91+P39/1000*76.45+Q39/1000
KSK线束BOM明细,39,S,S39,=(N39+R39)*H39,=(N39+R39)*H39
KSK线束BOM明细,39,T,T39,=O39/1000*H39,=O39/1000*H39
KSK线束BOM明细,39,U,U39,=P39*H39,=P39*H39
KSK线束BOM明细,39,V,V39,=R39*H39,=R39*H39
KSK线束BOM明细,39,W,W39,"=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,39,X,X39,"=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,39,Y,Y39,"=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C39,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,40,A,A40,6608442964,
KSK线束BOM明细,40,B,B40,电动压缩机线束总成,
KSK线束BOM明细,40,C,C40,113029800652,
KSK线束BOM明细,40,D,D40,针端子组件,
KSK线束BOM明细,40,E,E40,N,
KSK线束BOM明细,40,F,F40,/,
KSK线束BOM明细,40,H,H40,1,
KSK线束BOM明细,40,I,I40,PCS,
KSK线束BOM明细,40,J,J40,永贵,
KSK线束BOM明细,40,K,K40,客户指定,
KSK线束BOM明细,40,M,M40,"=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,40,N,N40,"=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,40,O,O40,"=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,40,P,P40,"=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,40,Q,Q40,"=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,40,R,R40,=O40/1000*18.91+P40/1000*76.45+Q40/1000,=O40/1000*18.91+P40/1000*76.45+Q40/1000
KSK线束BOM明细,40,S,S40,=(N40+R40)*H40,=(N40+R40)*H40
KSK线束BOM明细,40,T,T40,=O40/1000*H40,=O40/1000*H40
KSK线束BOM明细,40,U,U40,=P40*H40,=P40*H40
KSK线束BOM明细,40,V,V40,=R40*H40,=R40*H40
KSK线束BOM明细,40,W,W40,"=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,40,X,X40,"=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,40,Y,Y40,"=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C40,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,41,A,A41,6608442964,
KSK线束BOM明细,41,B,B41,电动压缩机线束总成,
KSK线束BOM明细,41,C,C41,114022500496,
KSK线束BOM明细,41,D,D41,外屏蔽环,
KSK线束BOM明细,41,E,E41,N,
KSK线束BOM明细,41,F,F41,A03102046,
KSK线束BOM明细,41,H,H41,2,
KSK线束BOM明细,41,I,I41,PCS,
KSK线束BOM明细,41,J,J41,永贵,
KSK线束BOM明细,41,K,K41,客户指定,
KSK线束BOM明细,41,M,M41,"=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,41,N,N41,"=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,41,O,O41,"=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,41,P,P41,"=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,41,Q,Q41,"=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,41,R,R41,=O41/1000*18.91+P41/1000*76.45+Q41/1000,=O41/1000*18.91+P41/1000*76.45+Q41/1000
KSK线束BOM明细,41,S,S41,=(N41+R41)*H41,=(N41+R41)*H41
KSK线束BOM明细,41,T,T41,=O41/1000*H41,=O41/1000*H41
KSK线束BOM明细,41,U,U41,=P41*H41,=P41*H41
KSK线束BOM明细,41,V,V41,=R41*H41,=R41*H41
KSK线束BOM明细,41,W,W41,"=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,41,X,X41,"=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,41,Y,Y41,"=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C41,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,42,A,A42,6608442964,
KSK线束BOM明细,42,B,B42,电动压缩机线束总成,
KSK线束BOM明细,42,C,C42,114022500494,
KSK线束BOM明细,42,D,D42,内屏蔽环,
KSK线束BOM明细,42,E,E42,N,
KSK线束BOM明细,42,F,F42,A03102047,
KSK线束BOM明细,42,H,H42,2,
KSK线束BOM明细,42,I,I42,PCS,
KSK线束BOM明细,42,J,J42,永贵,
KSK线束BOM明细,42,K,K42,客户指定,
KSK线束BOM明细,42,M,M42,"=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,42,N,N42,"=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,42,O,O42,"=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,42,P,P42,"=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,42,Q,Q42,"=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,42,R,R42,=O42/1000*18.91+P42/1000*76.45+Q42/1000,=O42/1000*18.91+P42/1000*76.45+Q42/1000
KSK线束BOM明细,42,S,S42,=(N42+R42)*H42,=(N42+R42)*H42
KSK线束BOM明细,42,T,T42,=O42/1000*H42,=O42/1000*H42
KSK线束BOM明细,42,U,U42,=P42*H42,=P42*H42
KSK线束BOM明细,42,V,V42,=R42*H42,=R42*H42
KSK线束BOM明细,42,W,W42,"=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,42,X,X42,"=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,42,Y,Y42,"=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C42,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,43,A,A43,6608442964,
KSK线束BOM明细,43,B,B43,电动压缩机线束总成,
KSK线束BOM明细,43,C,C43,114050501765,
KSK线束BOM明细,43,D,D43,密封圈,
KSK线束BOM明细,43,E,E43,N,
KSK线束BOM明细,43,F,F43,A02102213,
KSK线束BOM明细,43,H,H43,2,
KSK线束BOM明细,43,I,I43,PCS,
KSK线束BOM明细,43,J,J43,永贵,
KSK线束BOM明细,43,K,K43,客户指定,
KSK线束BOM明细,43,M,M43,"=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,43,N,N43,"=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,43,O,O43,"=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,43,P,P43,"=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,43,Q,Q43,"=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,43,R,R43,=O43/1000*18.91+P43/1000*76.45+Q43/1000,=O43/1000*18.91+P43/1000*76.45+Q43/1000
KSK线束BOM明细,43,S,S43,=(N43+R43)*H43,=(N43+R43)*H43
KSK线束BOM明细,43,T,T43,=O43/1000*H43,=O43/1000*H43
KSK线束BOM明细,43,U,U43,=P43*H43,=P43*H43
KSK线束BOM明细,43,V,V43,=R43*H43,=R43*H43
KSK线束BOM明细,43,W,W43,"=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,43,X,X43,"=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,43,Y,Y43,"=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C43,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,44,A,A44,6608442964,
KSK线束BOM明细,44,B,B44,电动压缩机线束总成,
KSK线束BOM明细,44,C,C44,114069806819,
KSK线束BOM明细,44,D,D44,尾盖,
KSK线束BOM明细,44,E,E44,N,
KSK线束BOM明细,44,F,F44,/,
KSK线束BOM明细,44,H,H44,2,
KSK线束BOM明细,44,I,I44,PCS,
KSK线束BOM明细,44,J,J44,永贵,
KSK线束BOM明细,44,K,K44,客户指定,
KSK线束BOM明细,44,M,M44,"=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,44,N,N44,"=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,44,O,O44,"=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,44,P,P44,"=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,44,Q,Q44,"=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,44,R,R44,=O44/1000*18.91+P44/1000*76.45+Q44/1000,=O44/1000*18.91+P44/1000*76.45+Q44/1000
KSK线束BOM明细,44,S,S44,=(N44+R44)*H44,=(N44+R44)*H44
KSK线束BOM明细,44,T,T44,=O44/1000*H44,=O44/1000*H44
KSK线束BOM明细,44,U,U44,=P44*H44,=P44*H44
KSK线束BOM明细,44,V,V44,=R44*H44,=R44*H44
KSK线束BOM明细,44,W,W44,"=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,44,X,X44,"=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,44,Y,Y44,"=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C44,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,45,A,A45,6608442964,
KSK线束BOM明细,45,B,B45,电动压缩机线束总成,
KSK线束BOM明细,45,C,C45,FHLALR91XCCAATB91X/4.0/橙,
KSK线束BOM明细,45,D,D45,4.0mm²屏蔽镀锡铜包铝交联铝导线,
KSK线束BOM明细,45,E,E45,N,
KSK线束BOM明细,45,F,F45,/,
KSK线束BOM明细,45,H,H45,1.5,
KSK线束BOM明细,45,I,I45,M,
KSK线束BOM明细,45,J,J45,太平洋/鑫宏业,
KSK线束BOM明细,45,K,K45,★,
KSK线束BOM明细,45,M,M45,"=IFERROR(VLOOKUP($C45,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C45,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,45,N,N45,"=IFERROR(VLOOKUP($C45,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C45,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,45,O,O45,"=IFERROR(VLOOKUP($C45,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C45,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,45,P,P45,"=IFERROR(VLOOKUP($C45,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C45,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,45,Q,Q45,"=IFERROR(VLOOKUP($C45,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C45,二次物料明细!$A:$O,12,0),0)"
